CVE Name,Type,Description,URL,Year,Proposal,count
CVE-2006-4154,Candidate,Format string vulnerability in the mod_tcl module 1.0 for Apache 2.x allows context-dependent attackers to execute arbitrary code via format string specifiers that are not properly handled in a set_var function call in (1) tcl_cmds.c and (2) tcl_core.c.,BID:20527   |   URL:http://www.securityfocus.com/bid/20527   |   CERT-VN:VU#366020   |   URL:http://www.kb.cert.org/vuls/id/366020   |   GENTOO:GLSA-200610-12   |   URL:http://security.gentoo.org/glsa/glsa-200610-12.xml   |   IDEFENSE:20061013 Apache HTTP Server mod_tcl set_var Format String Vulnerability   |   URL:http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=421   |   OSVDB:29536   |   URL:http://www.osvdb.org/29536   |   SECTRACK:1017062   |   URL:http://securitytracker.com/id?1017062   |   SECUNIA:22458   |   URL:http://secunia.com/advisories/22458   |   SECUNIA:22549   |   URL:http://secunia.com/advisories/22549   |   VUPEN:ADV-2006-4033   |   URL:http://www.vupen.com/english/advisories/2006/4033   |   XF:modtcl-setvar-format-string(29550)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/29550,8/16/2006,None (candidate not yet proposed),10
CVE-2006-4191,Candidate,"Directory traversal vulnerability in memcp.php in XMB (Extreme Message Board) 1.9.6 and earlier allows remote attackers to include and execute arbitrary local files via directory traversal sequences in the langfilenew parameter, as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by header.php.",BID:19494   |   URL:http://www.securityfocus.com/bid/19494   |   BID:19501   |   URL:http://www.securityfocus.com/bid/19501   |   BUGTRAQ:20060813 XMB <= 1.9.6 Final basename()/'langfilenew' arbitrary local inclusion / remote commands execution   |   URL:http://www.securityfocus.com/archive/1/443167/100/0/threaded   |   EXPLOIT-DB:2178   |   URL:https://www.exploit-db.com/exploits/2178   |   MISC:http://retrogod.altervista.org/xmb_196_sql.html   |   SECUNIA:21293   |   URL:http://secunia.com/advisories/21293   |   SREASON:1411   |   URL:http://securityreason.com/securityalert/1411   |   XF:xmb-memcp-file-include(28356)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/28356,8/16/2006,None (candidate not yet proposed),12
CVE-2006-4558,Candidate,"DeluxeBB 1.06 and earlier, when run on the Apache HTTP Server with the mod_mime module, allows remote attackers to execute arbitrary PHP code by uploading files with double extensions via the fileupload parameter in a newthread action in newpost.php.",BUGTRAQ:20060516 DeluxeBB <= v1.06 attachment mod_mime exploit   |   URL:http://archives.neohapsis.com/archives/bugtraq/2006-05/0318.html   |   MISC:http://retrogod.altervista.org/deluxebb_106_xpl.html   |   SECUNIA:20135   |   URL:http://secunia.com/advisories/20135   |   SREASON:1492   |   URL:http://securityreason.com/securityalert/1492   |   VUPEN:ADV-2006-1843   |   URL:http://www.vupen.com/english/advisories/2006/1843   |   XF:deluxebb-modmime-file-upload(26485)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/26485,9/5/2006,None (candidate not yet proposed),12
CVE-2006-4625,Candidate,"PHP 4.x up to 4.4.4 and PHP 5 up to 5.1.6 allows local users to bypass certain Apache HTTP Server httpd.conf options, such as safe_mode and open_basedir, via the ini_restore function, which resets the values to their php.ini (Master Value) defaults.",BID:19933   |   URL:http://www.securityfocus.com/bid/19933   |   BUGTRAQ:20060909 Re: PHP 5.1.6 / 4.4.4 Critical php_admin* bypass by ini_restore()   |   URL:http://www.securityfocus.com/archive/1/445712/100/0/threaded   |   BUGTRAQ:20060913 Re: PHP 5.1.6 / 4.4.4 Critical php_admin* bypass by ini_restore()   |   URL:http://www.securityfocus.com/archive/1/445882/100/0/threaded   |   HP:HPSBMA02215   |   URL:http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?lang=en&cc=us&objectID=c01056506   |   HP:HPSBTU02232   |   URL:http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?lang=en&cc=us&objectID=c01086137   |   HP:SSRT071423   |   URL:http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?lang=en&cc=us&objectID=c01056506   |   HP:SSRT071429   |   URL:http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?lang=en&cc=us&objectID=c01086137   |   MANDRIVA:MDKSA-2006:185   |   URL:http://www.mandriva.com/security/advisories?name=MDKSA-2006:185   |   OPENPKG:OpenPKG-SA-2006.023   |   URL:http://www.securityfocus.com/archive/1/448953/100/0/threaded   |   SECUNIA:22282   |   URL:http://secunia.com/advisories/22282   |   SECUNIA:22331   |   URL:http://secunia.com/advisories/22331   |   SECUNIA:22338   |   URL:http://secunia.com/advisories/22338   |   SECUNIA:22424   |   URL:http://secunia.com/advisories/22424   |   SECUNIA:25423   |   URL:http://secunia.com/advisories/25423   |   SECUNIA:25850   |   URL:http://secunia.com/advisories/25850   |   SREASON:1519   |   URL:http://securityreason.com/securityalert/1519   |   SREASONRES:20060909 PHP 5.1.6 / 4.4.4 Critical php_admin* bypass by ini_restore()   |   URL:http://securityreason.com/achievement_securityalert/42   |   SUSE:SUSE-SA:2006:059   |   URL:http://lists.suse.com/archive/suse-security-announce/2006-Oct/0002.html   |   TURBO:TLSA-2006-38   |   URL:http://www.turbolinux.com/security/2006/TLSA-2006-38.txt   |   UBUNTU:USN-362-1   |   URL:http://www.ubuntu.com/usn/usn-362-1   |   VUPEN:ADV-2007-1991   |   URL:http://www.vupen.com/english/advisories/2007/1991   |   VUPEN:ADV-2007-2374   |   URL:http://www.vupen.com/english/advisories/2007/2374   |   XF:php-inirestore-security-bypass(28853)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/28853,9/7/2006,None (candidate not yet proposed),13
CVE-2006-4636,Candidate,"Directory traversal vulnerability in SZEWO PhpCommander 3.0 and earlier allows remote attackers to include and execute arbitrary local files via directory traversal sequences in the Directory parameter, as demonstrated by parameter values naming Apache HTTP Server log files that apparently contain PHP code.",BID:19867   |   URL:http://www.securityfocus.com/bid/19867   |   EXPLOIT-DB:2310   |   URL:https://www.exploit-db.com/exploits/2310   |   SECUNIA:21753   |   URL:http://secunia.com/advisories/21753   |   VUPEN:ADV-2006-3472   |   URL:http://www.vupen.com/english/advisories/2006/3472,9/8/2006,None (candidate not yet proposed),14
CVE-2006-5263,Candidate,"Directory traversal vulnerability in templates/header.php3 in phpMyAgenda 3.1 and earlier allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the language parameter, as demonstrated by a parameter value naming an Apache HTTP Server log file that apparently contains PHP code.",BID:20453   |   URL:http://www.securityfocus.com/bid/20453   |   EXPLOIT-DB:2500   |   URL:https://www.exploit-db.com/exploits/2500   |   SECUNIA:22346   |   URL:http://secunia.com/advisories/22346   |   VUPEN:ADV-2006-4005   |   URL:http://www.vupen.com/english/advisories/2006/4005   |   XF:phpmyagenda-header-file-include(29413)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/29413,10/12/2006,None (candidate not yet proposed),15
CVE-2006-5733,Candidate,"Directory traversal vulnerability in error.php in PostNuke 0.763 and earlier allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the PNSVlang (PNSV lang) cookie, as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by error.php.",BID:20897   |   URL:http://www.securityfocus.com/bid/20897   |   BID:21218   |   URL:http://www.securityfocus.com/bid/21218   |   CONFIRM:http://community.postnuke.com/Article2787.htm   |   EXPLOIT-DB:2707   |   URL:https://www.exploit-db.com/exploits/2707   |   SECUNIA:22983   |   URL:http://secunia.com/advisories/22983   |   XF:postnuke-pnapi-file-include(29992)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/29992,11/6/2006,None (candidate not yet proposed),16
CVE-2006-5752,Candidate,"Cross-site scripting (XSS) vulnerability in mod_status.c in the mod_status module in Apache HTTP Server (httpd), when ExtendedStatus is enabled and a public server-status page is used, allows remote attackers to inject arbitrary web script or HTML via unspecified vectors involving charsets with browsers that perform ""charset detection"" when the content-type is not specified.",AIXAPAR:PK49295   |   URL:http://www-1.ibm.com/support/search.wss?rs=0&q=PK49295&apar=only   |   AIXAPAR:PK52702   |   URL:http://www-1.ibm.com/support/docview.wss?uid=swg1PK52702   |   BID:24645   |   URL:http://www.securityfocus.com/bid/24645   |   BUGTRAQ:20090821 VMSA-2009-0010 VMware Hosted products update libpng and Apache HTTP Server   |   URL:http://www.securityfocus.com/archive/1/505990/100/0/threaded   |   CONFIRM:http://bugs.gentoo.org/show_bug.cgi?id=186219   |   CONFIRM:http://httpd.apache.org/security/vulnerabilities_13.html   |   CONFIRM:http://httpd.apache.org/security/vulnerabilities_20.html   |   CONFIRM:http://httpd.apache.org/security/vulnerabilities_22.html   |   CONFIRM:http://support.avaya.com/elmodocs2/security/ASA-2007-353.htm   |   CONFIRM:http://svn.apache.org/viewvc?view=rev&revision=549159   |   CONFIRM:http://www.fujitsu.com/global/support/software/security/products-f/interstage-200802e.html   |   CONFIRM:http://www.oracle.com/technetwork/topics/security/cpujuly2013-1899826.html   |   CONFIRM:https://issues.rpath.com/browse/RPL-1500   |   FEDORA:FEDORA-2007-2214   |   URL:http://www.redhat.com/archives/fedora-package-announce/2007-September/msg00320.html   |   GENTOO:GLSA-200711-06   |   URL:http://security.gentoo.org/glsa/glsa-200711-06.xml   |   HP:HPSBUX02262   |   URL:http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01178795   |   HP:SSRT071447   |   URL:http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01178795   |   MANDRIVA:MDKSA-2007:140   |   URL:http://www.mandriva.com/security/advisories?name=MDKSA-2007:140   |   MANDRIVA:MDKSA-2007:141   |   URL:http://www.mandriva.com/security/advisories?name=MDKSA-2007:141   |   MANDRIVA:MDKSA-2007:142   |   URL:http://www.mandriva.com/security/advisories?name=MDKSA-2007:142   |   MISC:http://bugzilla.redhat.com/bugzilla/show_bug.cgi?id=245112   |   MLIST:[httpd-cvs] 20190815 svn commit: r1048742 [2/4] - in /websites/staging/httpd/trunk/content: ./ security/vulnerabilities-httpd.xml security/vulnerabilities_13.html security/vulnerabilities_20.html security/vulnerabilities_22.html security/vulnerabilities_24.html   |   URL:https://lists.apache.org/thread.html/54a42d4b01968df1117cea77fc53d6beb931c0e05936ad02af93e9ac@%3Ccvs.httpd.apache.org%3E   |   MLIST:[httpd-cvs] 20190815 svn commit: r1048742 [3/4] - in /websites/staging/httpd/trunk/content: ./ security/vulnerabilities-httpd.xml security/vulnerabilities_13.html security/vulnerabilities_20.html security/vulnerabilities_22.html security/vulnerabilities_24.html   |   URL:https://lists.apache.org/thread.html/f7f95ac1cd9895db2714fa3ebaa0b94d0c6df360f742a40951384a53@%3Ccvs.httpd.apache.org%3E   |   MLIST:[httpd-cvs] 20190815 svn commit: r1048743 [2/4] - in /websites/staging/httpd/trunk/content: ./ security/vulnerabilities-httpd.xml security/vulnerabilities_13.html security/vulnerabilities_20.html security/vulnerabilities_22.html security/vulnerabilities_24.html   |   URL:https://lists.apache.org/thread.html/5df9bfb86a3b054bb985a45ff9250b0332c9ecc181eec232489e7f79@%3Ccvs.httpd.apache.org%3E   |   MLIST:[httpd-cvs] 20190815 svn commit: r1048743 [3/4] - in /websites/staging/httpd/trunk/content: ./ security/vulnerabilities-httpd.xml security/vulnerabilities_13.html security/vulnerabilities_20.html security/vulnerabilities_22.html security/vulnerabilities_24.html   |   URL:https://lists.apache.org/thread.html/8d63cb8e9100f28a99429b4328e4e7cebce861d5772ac9863ba2ae6f@%3Ccvs.httpd.apache.org%3E   |   MLIST:[httpd-cvs] 20200401 svn commit: r1058586 [2/4] - in /websites/staging/httpd/trunk/content: ./ security/vulnerabilities-httpd.xml security/vulnerabilities_13.html security/vulnerabilities_20.html security/vulnerabilities_22.html security/vulnerabilities_24.html   |   URL:https://lists.apache.org/thread.html/r0276683d8e1e07153fc8642618830ac0ade85b9ae0dc7b07f63bb8fc@%3Ccvs.httpd.apache.org%3E   |   MLIST:[httpd-cvs] 20200401 svn commit: r1058586 [3/4] - in /websites/staging/httpd/trunk/content: ./ security/vulnerabilities-httpd.xml security/vulnerabilities_13.html security/vulnerabilities_20.html security/vulnerabilities_22.html security/vulnerabilities_24.html   |   URL:https://lists.apache.org/thread.html/r57608dc51b79102f3952ae06f54d5277b649c86d6533dcd6a7d201f7@%3Ccvs.httpd.apache.org%3E   |   MLIST:[httpd-cvs] 20200401 svn commit: r1058587 [2/4] - in /websites/staging/httpd/trunk/content: ./ security/vulnerabilities-httpd.xml security/vulnerabilities_13.html security/vulnerabilities_20.html security/vulnerabilities_22.html security/vulnerabilities_24.html   |   URL:https://lists.apache.org/thread.html/r8828e649175df56f1f9e3919938ac7826128525426e2748f0ab62feb@%3Ccvs.httpd.apache.org%3E   |   MLIST:[httpd-cvs] 20200401 svn commit: r1058587 [3/4] - in /websites/staging/httpd/trunk/content: ./ security/vulnerabilities-httpd.xml security/vulnerabilities_13.html security/vulnerabilities_20.html security/vulnerabilities_22.html security/vulnerabilities_24.html   |   URL:https://lists.apache.org/thread.html/rfbaf647d52c1cb843e726a0933f156366a806cead84fbd430951591b@%3Ccvs.httpd.apache.org%3E   |   MLIST:[security-announce] 20090820 VMSA-2009-0010 VMware Hosted products update libpng and Apache HTTP Server   |   URL:http://lists.vmware.com/pipermail/security-announce/2009/000062.html   |   OSVDB:37052   |   URL:http://osvdb.org/37052   |   OVAL:oval:org.mitre.oval:def:10154   |   URL:https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A10154   |   REDHAT:RHSA-2007:0532   |   URL:http://www.redhat.com/support/errata/RHSA-2007-0532.html   |   REDHAT:RHSA-2007:0533   |   URL:https://rhn.redhat.com/errata/RHSA-2007-0533.html   |   REDHAT:RHSA-2007:0534   |   URL:http://rhn.redhat.com/errata/RHSA-2007-0534.html   |   REDHAT:RHSA-2007:0556   |   URL:http://rhn.redhat.com/errata/RHSA-2007-0556.html   |   REDHAT:RHSA-2007:0557   |   URL:http://www.redhat.com/support/errata/RHSA-2007-0557.html   |   REDHAT:RHSA-2008:0261   |   URL:http://www.redhat.com/support/errata/RHSA-2008-0261.html   |   SECTRACK:1018302   |   URL:http://www.securitytracker.com/id?1018302   |   SECUNIA:25827   |   URL:http://secunia.com/advisories/25827   |   SECUNIA:25830   |   URL:http://secunia.com/advisories/25830   |   SECUNIA:25873   |   URL:http://secunia.com/advisories/25873   |   SECUNIA:25920   |   URL:http://secunia.com/advisories/25920   |   SECUNIA:26273   |   URL:http://secunia.com/advisories/26273   |   SECUNIA:26443   |   URL:http://secunia.com/advisories/26443   |   SECUNIA:26458   |   URL:http://secunia.com/advisories/26458   |   SECUNIA:26508   |   URL:http://secunia.com/advisories/26508   |   SECUNIA:26822   |   URL:http://secunia.com/advisories/26822   |   SECUNIA:26842   |   URL:http://secunia.com/advisories/26842   |   SECUNIA:26993   |   URL:http://secunia.com/advisories/26993   |   SECUNIA:27037   |   URL:http://secunia.com/advisories/27037   |   SECUNIA:27563   |   URL:http://secunia.com/advisories/27563   |   SECUNIA:27732   |   URL:http://secunia.com/advisories/27732   |   SECUNIA:28212   |   URL:http://secunia.com/advisories/28212   |   SECUNIA:28224   |   URL:http://secunia.com/advisories/28224   |   SECUNIA:28606   |   URL:http://secunia.com/advisories/28606   |   SUNALERT:103179   |   URL:http://sunsolve.sun.com/search/document.do?assetkey=1-26-103179-1   |   SUNALERT:200032   |   URL:http://sunsolve.sun.com/search/document.do?assetkey=1-66-200032-1   |   SUSE:SUSE-SA:2007:061   |   URL:http://www.novell.com/linux/security/advisories/2007_61_apache2.html   |   TRUSTIX:2007-0026   |   URL:http://www.trustix.org/errata/2007/0026/   |   UBUNTU:USN-499-1   |   URL:http://www.ubuntu.com/usn/usn-499-1   |   VUPEN:ADV-2007-2727   |   URL:http://www.vupen.com/english/advisories/2007/2727   |   VUPEN:ADV-2007-3283   |   URL:http://www.vupen.com/english/advisories/2007/3283   |   VUPEN:ADV-2007-3386   |   URL:http://www.vupen.com/english/advisories/2007/3386   |   VUPEN:ADV-2007-4305   |   URL:http://www.vupen.com/english/advisories/2007/4305   |   VUPEN:ADV-2008-0233   |   URL:http://www.vupen.com/english/advisories/2008/0233   |   XF:apache-modstatus-xss(35097)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/35097,11/6/2006,None (candidate not yet proposed),18
CVE-2006-5894,Candidate,"Directory traversal vulnerability in lang.php in Rama CMS 0.68 and earlier, when register_globals is enabled, allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the lang cookie, as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by lang.php.",BID:21009   |   URL:http://www.securityfocus.com/bid/21009   |   EXPLOIT-DB:2760   |   URL:https://www.exploit-db.com/exploits/2760   |   MISC:http://www.rahim.webd.pl/exploit127.html   |   SECUNIA:22847   |   URL:http://secunia.com/advisories/22847   |   VUPEN:ADV-2006-4473   |   URL:http://www.vupen.com/english/advisories/2006/4473   |   XF:ramacms-lang-file-include(30183)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/30183,11/14/2006,None (candidate not yet proposed),18
CVE-2006-6047,Candidate,"Directory traversal vulnerability in manager/index.php in Etomite 0.6.1.2 allows remote authenticated administrators to include and execute arbitrary local files via a .. (dot dot) in the f parameter, as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by index.php.",BID:21135   |   URL:http://www.securityfocus.com/bid/21135   |   BUGTRAQ:20061116 Etomite CMS 0.6.1.2 Multiple Vulnerabilities ( Sql Injection + Local file inclusion )   |   URL:http://www.securityfocus.com/archive/1/451838/100/0/threaded   |   BUGTRAQ:20061117 Re: Etomite CMS 0.6.1.2 Multiple Vulnerabilities ( Sql Injection + Local file inclusion )   |   URL:http://www.securityfocus.com/archive/1/451930/100/0/threaded   |   EXPLOIT-DB:2790   |   URL:https://www.exploit-db.com/exploits/2790   |   MISC:http://www.0xcafebabe.it/sploits/etm_0612_remote_com.pl   |   MISC:http://www.etomite.org/forums/index.php?showtopic=6388   |   SECUNIA:22885   |   URL:http://secunia.com/advisories/22885   |   VUPEN:ADV-2006-4558   |   URL:http://www.vupen.com/english/advisories/2006/4558   |   XF:etomite-index-file-include(30329)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/30329,11/21/2006,None (candidate not yet proposed),19
CVE-2006-6390,Candidate,"Multiple directory traversal vulnerabilities in Open Solution Quick.Cart 2.0, when register_globals is enabled and magic_quotes_gpc is disabled, allow remote attackers to include and execute arbitrary local files via a .. (dot dot) in the config[db_type] parameter to (1) categories.php, (2) couriers.php, (3) orders.php, and (4) products.php in actions_admin/; and (5) orders.php and (6) products.php in actions_client/; as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by one of these PHP scripts.",BID:21411   |   URL:http://www.securityfocus.com/bid/21411   |   EXPLOIT-DB:2889   |   URL:https://www.exploit-db.com/exploits/2889   |   SECUNIA:23168   |   URL:http://secunia.com/advisories/23168   |   VUPEN:ADV-2006-4835   |   URL:http://www.vupen.com/english/advisories/2006/4835   |   XF:quickcart-configdbtype-file-include(30698)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/30698,12/7/2006,None (candidate not yet proposed),20
CVE-2006-6445,Candidate,"Directory traversal vulnerability in error.php in Envolution 1.1.0 and earlier allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the PNSVlang (PNSV lang) parameter, as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by error.php.",BID:21413   |   URL:http://www.securityfocus.com/bid/21413   |   EXPLOIT-DB:2888   |   URL:https://www.exploit-db.com/exploits/2888   |   VUPEN:ADV-2006-4836   |   URL:http://www.vupen.com/english/advisories/2006/4836   |   XF:envolution-pnsvlang-file-include(30700)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/30700,12/10/2006,None (candidate not yet proposed),21
CVE-2006-6613,Candidate,"Directory traversal vulnerability in language.php in phpAlbum 0.4.1 Beta 6 and earlier, when magic_quotes_gpc is disabled and register_globals is enabled, allows remote attackers to include and execute arbitrary local files or obtain sensitive information via a .. (dot dot) in the pa_lang[include_file] parameter, as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by language.php.",BID:21519   |   URL:http://www.securityfocus.com/bid/21519   |   EXPLOIT-DB:2913   |   URL:https://www.exploit-db.com/exploits/2913   |   VUPEN:ADV-2006-4927   |   URL:http://www.vupen.com/english/advisories/2006/4927   |   XF:phpalbum-language-local-file-include(30817)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/30817,12/17/2006,None (candidate not yet proposed),22
CVE-2006-6869,Candidate,"Directory traversal vulnerability in includes/search/search_mdforum.php in MAXdev MDForum 2.0.1 and earlier, when magic_quotes_gpc is disabled and register_globals is enabled, allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the PNSVlang cookie to error.php, as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by error.php.",BID:21837   |   URL:http://www.securityfocus.com/bid/21837   |   EXPLOIT-DB:3057   |   URL:https://www.exploit-db.com/exploits/3057   |   VUPEN:ADV-2007-0017   |   URL:http://www.vupen.com/english/advisories/2007/0017   |   XF:mdforum-searchmdforum-file-include(31215)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/31215,1/4/2007,None (candidate not yet proposed),23
CVE-2006-7098,Candidate,"The Debian GNU/Linux 033_-F_NO_SETSID patch for the Apache HTTP Server 1.3.34-4 does not properly disassociate httpd from a controlling tty when httpd is started interactively, which allows local users to gain privileges to that tty via a CGI program that calls the TIOCSTI ioctl.",BID:22732   |   URL:http://www.securityfocus.com/bid/22732   |   CONFIRM:http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=357561   |   FULLDISC:20070226 Local user to root escalation in apache 1.3.34 (Debian only)   |   URL:http://archives.neohapsis.com/archives/fulldisclosure/2007-02/0579.html   |   OSVDB:33816   |   URL:http://osvdb.org/33816   |   SECUNIA:24324   |   URL:http://secunia.com/advisories/24324   |   XF:debian-apache-tty-privilege-escalation(32708)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/32708,3/3/2007,None (candidate not yet proposed),24
CVE-2007-0086,Candidate,"** DISPUTED **  The Apache HTTP Server, when accessed through a TCP connection with a large window size, allows remote attackers to cause a denial of service (network bandwidth consumption) via a Range header that specifies multiple copies of the same fragment.  NOTE: the severity of this issue has been disputed by third parties, who state that the large window size required by the attack is not normally supported or configured by the server, or that a DDoS-style attack would accomplish the same goal.",BUGTRAQ:20070103 a cheesy Apache / IIS DoS vuln (+a question)   |   URL:http://www.securityfocus.com/archive/1/455833/100/0/threaded   |   BUGTRAQ:20070104 Re: a cheesy Apache / IIS DoS vuln (+a question)   |   URL:http://www.securityfocus.com/archive/1/455879/100/0/threaded   |   BUGTRAQ:20070104 Re: a cheesy Apache / IIS DoS vuln (+a question)   |   URL:http://www.securityfocus.com/archive/1/455882/100/0/threaded   |   BUGTRAQ:20070104 Re: a cheesy Apache / IIS DoS vuln (+a question)   |   URL:http://www.securityfocus.com/archive/1/455920/100/0/threaded   |   OSVDB:33456   |   URL:http://osvdb.org/33456,1/5/2007,None (candidate not yet proposed),25
CVE-2007-0098,Candidate,"Directory traversal vulnerability in language.php in VerliAdmin 0.3 and earlier, when magic_quotes_gpc is disabled, allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the lang cookie, as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by language.php.",EXPLOIT-DB:3075   |   URL:https://www.exploit-db.com/exploits/3075   |   OSVDB:32352   |   URL:http://osvdb.org/32352   |   VUPEN:ADV-2007-0035   |   URL:http://www.vupen.com/english/advisories/2007/0035   |   XF:verliadmin-language-file-include(31241)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/31241,1/5/2007,None (candidate not yet proposed),26
CVE-2007-0173,Candidate,"Directory traversal vulnerability in index.php in L2J Statistik Script 0.09 and earlier, when register_globals is enabled and magic_quotes is disabled, allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the page parameter, as demonstrated by injecting PHP sequences into an Apache HTTP Server log file, which is then included by index.php.",BID:21914   |   URL:http://www.securityfocus.com/bid/21914   |   EXPLOIT-DB:3091   |   URL:https://www.exploit-db.com/exploits/3091   |   OSVDB:35914   |   URL:http://osvdb.org/35914   |   VUPEN:ADV-2007-0097   |   URL:http://www.vupen.com/english/advisories/2007/0097   |   XF:l2j-statistik-index-file-include(31309)   |   URL:https://exchange.xforce.ibmcloud.com/vulnerabilities/31309,1/10/2007,None (candidate not yet proposed),27
CVE-2007-0419,Candidate,"The BEA WebLogic Server proxy plug-in before June 2006 for the Apache HTTP Server does not properly handle protocol errors, which allows remote attackers to cause a denial of service (server outage).",BEA:BEA07-146.00   |   URL:http://dev2dev.bea.com/pub/advisory/213   |   BID:22082   |   URL:http://www.securityfocus.com/bid/22082   |   OSVDB:38513   |   URL:http://osvdb.org/38513   |   SECTRACK:1017525   |   URL:http://securitytracker.com/id?1017525   |   SECUNIA:23750   |   URL:http://secunia.com/advisories/23750   |   VUPEN:ADV-2007-0213   |   URL:http://www.vupen.com/english/advisories/2007/0213,1/22/2007,None (candidate not yet proposed),28
